Date,Open,High,Low,Close,Adj Close,Volume,Short MA,Long MA,Signal,Position,Signal_Change,Market Return,Strategy Return,Cumulative Strategy Return,Cumulative Market Return,Cumulative Strategy High,Strategy Drawdown,Cumulative Market High,Market Drawdown
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,143.192626953125,56699500,,,0,,,,,,,,,,
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,143.40892028808594,70440600,,,0,0.0,0.0,0.001510506089337671,0.0,0.0,0.001510506089337671,0.0,0.0,0.001510506089337671,0.0
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,143.07464599609375,62880000,,,0,0.0,0.0,-0.0023309170121403877,-0.0,0.0,-0.0008239317871433505,0.0,0.0,0.001510506089337671,0.0023344378764810214
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,144.88372802734375,64786600,,,0,0.0,0.0,0.012644322959215248,0.0,0.0,0.011809973112458794,0.0,0.0,0.011809973112458794,0.0
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,144.4805908203125,56368300,,,0,0.0,0.0,-0.0027824878095017436,-0.0,0.0,0.00899462419674113,0.0,0.0,0.011809973112458794,0.0028153489157176637
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,144.58876037597656,46397700,,,0,0.0,0.0,0.0007486788021138224,0.0,0.0,0.009750037083324115,0.0,0.0,0.011809973112458794,0.002059936029134679
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,143.8994903564453,54126800,,,0,0.0,0.0,-0.004767106500802254,-0.0,0.0,0.004936451117358853,0.0,0.0,0.011809973112458794,0.0068735219950999404
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,143.8502655029297,48908700,,,0,0.0,0.0,-0.00034207802538910315,-0.0,0.0,0.004592684440519079,0.0,0.0,0.011809973112458794,0.0072172886719397145
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,143.36776733398438,69023100,,,0,0.0,0.0,-0.0033541694710009784,-0.0,0.0,0.0012231103275777144,0.0,0.0,0.011809973112458794,0.01058686278488108
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,143.623779296875,48493500,,,0,0.0,0.0,0.0017857009818269542,0.0,0.0,0.0030109954187174104,0.0,0.0,0.011809973112458794,0.008798977693741383
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,146.60733032226562,72282600,,,0,0.0,0.0,0.020773377779062185,0.0,0.0,0.023846921743103655,0.0,0.0,0.023846921743103655,0.0
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,146.81410217285156,59375000,,,0,0.0,0.0,0.0014103786634094284,0.0,0.0,0.02529093359612755,0.0,0.0,0.02529093359612755,0.0
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,148.80313110351562,103296000,,,0,0.0,0.0,0.01354794192946307,0.0,0.0,0.03918151562529282,0.0,0.0,0.03918151562529282,0.0
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,147.8873748779297,92229700,,,0,0.0,0.0,-0.006154146211808431,-0.0,0.0,0.03278624063752611,0.0,0.0,0.03918151562529282,0.006395274987766708
